site_code,latitude,longitude,year,parameter,val_mean
1310,30.497478,-87.880258,2019,PM2.5 - Local Conditions,7.775805999999998
1271,33.284928,-85.803608,2019,PM2.5 - Local Conditions,7.469841000000001
1331002,34.762619,-87.638097,2019,PM2.5 - Local Conditions,7.120313
1491003,34.288567,-85.969858,2019,PM2.5 - Local Conditions,7.687691999999998
15510,33.991494,-85.99264699999998,2019,PM2.5 - Local Conditions,8.180303
1693,31.224783000000002,-85.390789,2019,PM2.5 - Local Conditions,8.3
17323,33.553056,-86.815,2019,Sample Volume,24.0
17323,33.553056,-86.815,2019,Average Ambient Temperature,13.255
17323,33.553056,-86.815,2019,Average Ambient Pressure,747.15
17323,33.553056,-86.815,2019,Sample Flow Rate CV - Teflon Filter,0.7723399999999999
17323,33.553056,-86.815,2019,Sample Flow Rate CV - Nylon Filter,0.710638
17323,33.553056,-86.815,2019,Sample Flow Rate CV - Quartz Filter,0.10526300000000001
17323,33.553056,-86.815,2019,Sample Volume - Teflon Filter,9.697872
17323,33.553056,-86.815,2019,Sample Volume - Nylon Filter,9.7
17323,33.553056,-86.815,2019,Sample Volume - Quartz Filter,31.660526
17323,33.553056,-86.815,2019,Average Ambient Temperature for URG3000N,20.068421
17323,33.553056,-86.815,2019,Average Ambient Pressure for URG3000N,747.210526
17323,33.553056,-86.815,2019,PM10 Total 0-10um STP,21.324324
17323,33.553056,-86.815,2019,PM2.5 - Local Conditions,9.185
17323,33.553056,-86.815,2019,Antimony PM2.5 LC,0.0032340000000000003
17323,33.553056,-86.815,2019,Arsenic PM2.5 LC,0.0
17323,33.553056,-86.815,2019,Aluminum PM2.5 LC,0.039298
17323,33.553056,-86.815,2019,Barium PM2.5 LC,0.008532
17323,33.553056,-86.815,2019,Bromine PM2.5 LC,0.0017230000000000001
17323,33.553056,-86.815,2019,Cadmium PM2.5 LC,0.002447
17323,33.553056,-86.815,2019,Calcium PM2.5 LC,0.09657400000000001
17323,33.553056,-86.815,2019,Chromium PM2.5 LC,0.003213
17323,33.553056,-86.815,2019,Cobalt PM2.5 LC,-0.000149
17323,33.553056,-86.815,2019,Copper PM2.5 LC,0.004149
17323,33.553056,-86.815,2019,Chlorine PM2.5 LC,0.014149
17323,33.553056,-86.815,2019,Cerium PM2.5 LC,0.007277
17323,33.553056,-86.815,2019,Cesium PM2.5 LC,0.008447
17323,33.553056,-86.815,2019,Iron PM2.5 LC,0.12259600000000001
17323,33.553056,-86.815,2019,Lead PM2.5 LC,0.0057020000000000005
17323,33.553056,-86.815,2019,Indium PM2.5 LC,0.002106
17323,33.553056,-86.815,2019,Manganese PM2.5 LC,0.007298000000000001
17323,33.553056,-86.815,2019,Nickel PM2.5 LC,0.001234
17323,33.553056,-86.815,2019,Magnesium PM2.5 LC,0.032617
17323,33.553056,-86.815,2019,Phosphorus PM2.5 LC,0.000277
17323,33.553056,-86.815,2019,Selenium PM2.5 LC,0.000234
17323,33.553056,-86.815,2019,Tin PM2.5 LC,0.0032770000000000004
17323,33.553056,-86.815,2019,Titanium PM2.5 LC,0.004234
17323,33.553056,-86.815,2019,Vanadium PM2.5 LC,0.000319
17323,33.553056,-86.815,2019,Silicon PM2.5 LC,0.092362
17323,33.553056,-86.815,2019,Silver PM2.5 LC,0.002106
17323,33.553056,-86.815,2019,Zinc PM2.5 LC,0.040319
17323,33.553056,-86.815,2019,Strontium PM2.5 LC,0.000723
17323,33.553056,-86.815,2019,Sulfur PM2.5 LC,0.517
17323,33.553056,-86.815,2019,Rubidium PM2.5 LC,0.000447
17323,33.553056,-86.815,2019,Potassium PM2.5 LC,0.059426
17323,33.553056,-86.815,2019,Sodium PM2.5 LC,0.06644699999999999
17323,33.553056,-86.815,2019,Zirconium PM2.5 LC,0.002213
17323,33.553056,-86.815,2019,Chloride PM2.5 LC,0.186747
17323,33.553056,-86.815,2019,Ammonium Ion PM2.5 LC,0.459787
17323,33.553056,-86.815,2019,Sodium Ion Pm2.5 LC,0.05595700000000001
17323,33.553056,-86.815,2019,Potassium Ion PM2.5 LC,0.042553
17323,33.553056,-86.815,2019,Total Nitrate PM2.5 LC,0.5876600000000001
17323,33.553056,-86.815,2019,OC PM2.5 LC TOR,2.37673
17323,33.553056,-86.815,2019,EC PM2.5 LC TOR,1.7040810000000002
17323,33.553056,-86.815,2019,OC1 PM2.5 LC,0.060054
17323,33.553056,-86.815,2019,OC2 PM2.5 LC,0.7839729999999999
17323,33.553056,-86.815,2019,OC3 PM2.5 LC,0.928838
17323,33.553056,-86.815,2019,OC4 PM2.5 LC,0.202622
17323,33.553056,-86.815,2019,OP PM2.5 LC TOR,0.407973
17323,33.553056,-86.815,2019,EC1 PM2.5 LC,1.577892
17323,33.553056,-86.815,2019,EC2 PM2.5 LC,0.505946
17323,33.553056,-86.815,2019,EC3 PM2.5 LC,0.028541000000000004
17323,33.553056,-86.815,2019,OC CSN_Rev Unadjusted PM2.5 LC TOT,2.849784
17323,33.553056,-86.815,2019,EC CSN_Rev Unadjusted PM2.5 LC TOT,1.375351
17323,33.553056,-86.815,2019,OC CSN_Rev Unadjusted PM2.5 LC TOR,2.521297
17323,33.553056,-86.815,2019,OC1 CSN_Rev Unadjusted PM2.5 LC,0.08591900000000001
17323,33.553056,-86.815,2019,OC2 CSN_Rev Unadjusted PM2.5 LC,0.82173
17323,33.553056,-86.815,2019,OC3 CSN_Rev Unadjusted PM2.5 LC,0.976568
17323,33.553056,-86.815,2019,OC4 CSN_Rev Unadjusted PM2.5 LC,0.219703
17323,33.553056,-86.815,2019,OP CSN_Rev Unadjusted PM2.5 LC TOR,0.41724300000000003
17323,33.553056,-86.815,2019,OP PM2.5 LC TOT,0.736243
17323,33.553056,-86.815,2019,EC CSN_Rev Unadjusted PM2.5 LC TOR,1.7040810000000002
17323,33.553056,-86.815,2019,EC PM2.5 LC TOT,1.375378
17323,33.553056,-86.815,2019,OC PM2.5 LC TOT,2.705306
17323,33.553056,-86.815,2019,EC1 CSN_Rev Unadjusted PM2.5 LC,1.578279
17323,33.553056,-86.815,2019,EC2 CSN_Rev Unadjusted PM2.5 LC,0.51318
17323,33.553056,-86.815,2019,EC3 CSN_Rev Unadjusted PM2.5 LC,0.029814
17323,33.553056,-86.815,2019,OP CSN_Rev Unadjusted PM2.5 LC TOT,0.745865
17323,33.553056,-86.815,2019,Sulfate PM2.5 LC,1.450638
1731005,33.331111,-87.00361099999998,2019,Sample Volume,24.0
1731005,33.331111,-87.00361099999998,2019,Average Ambient Temperature,12.6875
1731005,33.331111,-87.00361099999998,2019,Average Ambient Pressure,747.95
1731005,33.331111,-87.00361099999998,2019,PM2.5 - Local Conditions,7.235
1731010,33.545278,-86.54916700000001,2019,Sample Volume,24.0
1731010,33.545278,-86.54916700000001,2019,Average Ambient Temperature,10.345
1731010,33.545278,-86.54916700000001,2019,Average Ambient Pressure,748.25
1731010,33.545278,-86.54916700000001,2019,PM10 Total 0-10um STP,11.95
1731010,33.545278,-86.54916700000001,2019,PM2.5 - Local Conditions,6.575
1732003,33.499722,-86.92416700000001,2019,Chromium VI (TSP) STP,0.002438
1732003,33.499722,-86.92416700000001,2019,Sample Volume,24.0
1732003,33.499722,-86.92416700000001,2019,Average Ambient Temperature,12.610256
1732003,33.499722,-86.92416700000001,2019,Average Ambient Pressure,744.8974360000001
1732003,33.499722,-86.92416700000001,2019,Sample Flow Rate CV - Teflon Filter,0.842857
1732003,33.499722,-86.92416700000001,2019,Sample Flow Rate CV - Nylon Filter,0.802041
1732003,33.499722,-86.92416700000001,2019,Sample Flow Rate CV - Quartz Filter,0.1
1732003,33.499722,-86.92416700000001,2019,Sample Volume - Teflon Filter,9.7
1732003,33.499722,-86.92416700000001,2019,Sample Volume - Nylon Filter,9.695918
1732003,33.499722,-86.92416700000001,2019,Sample Volume - Quartz Filter,31.7
1732003,33.499722,-86.92416700000001,2019,Average Ambient Temperature for URG3000N,18.44
1732003,33.499722,-86.92416700000001,2019,Average Ambient Pressure for URG3000N,744.5600000000002
1732003,33.499722,-86.92416700000001,2019,Antimony PM10 LC,1.2950000000000002
1732003,33.499722,-86.92416700000001,2019,Arsenic PM10 LC,0.935
1732003,33.499722,-86.92416700000001,2019,Beryllium PM10 LC,0.005
1732003,33.499722,-86.92416700000001,2019,Cadmium PM10 LC,0.105
1732003,33.499722,-86.92416700000001,2019,Chromium PM10 LC,22.85
1732003,33.499722,-86.92416700000001,2019,Cobalt PM10 LC,0.14500000000000002
1732003,33.499722,-86.92416700000001,2019,Lead PM10 LC,0.00282
1732003,33.499722,-86.92416700000001,2019,Manganese PM10 LC,62.02500000000001
1732003,33.499722,-86.92416700000001,2019,Nickel PM10 LC,1.915
1732003,33.499722,-86.92416700000001,2019,Mercury PM10 LC,0.0
1732003,33.499722,-86.92416700000001,2019,Selenium PM10 LC,0.4
1732003,33.499722,-86.92416700000001,2019,PM2.5 - Local Conditions,7.815385000000001
1732003,33.499722,-86.92416700000001,2019,Antimony PM2.5 LC,0.002367
1732003,33.499722,-86.92416700000001,2019,Arsenic PM2.5 LC,0.0
1732003,33.499722,-86.92416700000001,2019,Aluminum PM2.5 LC,0.035265
1732003,33.499722,-86.92416700000001,2019,Barium PM2.5 LC,0.007265000000000001
1732003,33.499722,-86.92416700000001,2019,Bromine PM2.5 LC,0.000857
1732003,33.499722,-86.92416700000001,2019,Cadmium PM2.5 LC,0.001633
1732003,33.499722,-86.92416700000001,2019,Calcium PM2.5 LC,0.046673
1732003,33.499722,-86.92416700000001,2019,Chromium PM2.5 LC,0.029755
1732003,33.499722,-86.92416700000001,2019,Cobalt PM2.5 LC,-0.000306
1732003,33.499722,-86.92416700000001,2019,Copper PM2.5 LC,0.005551
1732003,33.499722,-86.92416700000001,2019,Chlorine PM2.5 LC,0.004429
1732003,33.499722,-86.92416700000001,2019,Cerium PM2.5 LC,-0.004776
1732003,33.499722,-86.92416700000001,2019,Cesium PM2.5 LC,0.005939
1732003,33.499722,-86.92416700000001,2019,Iron PM2.5 LC,0.13846899999999998
1732003,33.499722,-86.92416700000001,2019,Lead PM2.5 LC,0.002837
1732003,33.499722,-86.92416700000001,2019,Indium PM2.5 LC,0.002612
1732003,33.499722,-86.92416700000001,2019,Manganese PM2.5 LC,0.025408
1732003,33.499722,-86.92416700000001,2019,Nickel PM2.5 LC,0.001143
1732003,33.499722,-86.92416700000001,2019,Magnesium PM2.5 LC,0.015347
1732003,33.499722,-86.92416700000001,2019,Phosphorus PM2.5 LC,0.000122
1732003,33.499722,-86.92416700000001,2019,Selenium PM2.5 LC,0.000265
1732003,33.499722,-86.92416700000001,2019,Tin PM2.5 LC,0.001551
1732003,33.499722,-86.92416700000001,2019,Titanium PM2.5 LC,0.003122
1732003,33.499722,-86.92416700000001,2019,Vanadium PM2.5 LC,0.0005099999999999999
1732003,33.499722,-86.92416700000001,2019,Silicon PM2.5 LC,0.067551
1732003,33.499722,-86.92416700000001,2019,Silver PM2.5 LC,0.0032240000000000003
1732003,33.499722,-86.92416700000001,2019,Zinc PM2.5 LC,0.012918
1732003,33.499722,-86.92416700000001,2019,Strontium PM2.5 LC,0.000878
1732003,33.499722,-86.92416700000001,2019,Sulfur PM2.5 LC,0.421469
1732003,33.499722,-86.92416700000001,2019,Rubidium PM2.5 LC,0.000327
1732003,33.499722,-86.92416700000001,2019,Potassium PM2.5 LC,0.056592
1732003,33.499722,-86.92416700000001,2019,Sodium PM2.5 LC,0.054633
1732003,33.499722,-86.92416700000001,2019,Zirconium PM2.5 LC,0.001816
1732003,33.499722,-86.92416700000001,2019,Chloride PM2.5 LC,0.058061
1732003,33.499722,-86.92416700000001,2019,Ammonium Ion PM2.5 LC,0.29898
1732003,33.499722,-86.92416700000001,2019,Sodium Ion Pm2.5 LC,0.066122
1732003,33.499722,-86.92416700000001,2019,Potassium Ion PM2.5 LC,0.045918
1732003,33.499722,-86.92416700000001,2019,Total Nitrate PM2.5 LC,0.453061
1732003,33.499722,-86.92416700000001,2019,OC PM2.5 LC TOR,2.14
1732003,33.499722,-86.92416700000001,2019,EC PM2.5 LC TOR,0.6897800000000001
1732003,33.499722,-86.92416700000001,2019,OC1 PM2.5 LC,0.093583
1732003,33.499722,-86.92416700000001,2019,OC2 PM2.5 LC,0.6832079999999999
1732003,33.499722,-86.92416700000001,2019,OC3 PM2.5 LC,0.666354
1732003,33.499722,-86.92416700000001,2019,OC4 PM2.5 LC,0.173792
1732003,33.499722,-86.92416700000001,2019,OP PM2.5 LC TOR,0.519563
1732003,33.499722,-86.92416700000001,2019,EC1 PM2.5 LC,1.0306879999999998
1732003,33.499722,-86.92416700000001,2019,EC2 PM2.5 LC,0.17410399999999998
1732003,33.499722,-86.92416700000001,2019,EC3 PM2.5 LC,0.009333
1732003,33.499722,-86.92416700000001,2019,OC CSN_Rev Unadjusted PM2.5 LC TOT,2.458646
1732003,33.499722,-86.92416700000001,2019,EC CSN_Rev Unadjusted PM2.5 LC TOT,0.504958
1732003,33.499722,-86.92416700000001,2019,OC CSN_Rev Unadjusted PM2.5 LC TOR,2.269271
1732003,33.499722,-86.92416700000001,2019,OC1 CSN_Rev Unadjusted PM2.5 LC,0.120521
1732003,33.499722,-86.92416700000001,2019,OC2 CSN_Rev Unadjusted PM2.5 LC,0.7183959999999999
1732003,33.499722,-86.92416700000001,2019,OC3 CSN_Rev Unadjusted PM2.5 LC,0.711583
1732003,33.499722,-86.92416700000001,2019,OC4 CSN_Rev Unadjusted PM2.5 LC,0.190271
1732003,33.499722,-86.92416700000001,2019,OP CSN_Rev Unadjusted PM2.5 LC TOR,0.528396
1732003,33.499722,-86.92416700000001,2019,OP PM2.5 LC TOT,0.708271
1732003,33.499722,-86.92416700000001,2019,EC CSN_Rev Unadjusted PM2.5 LC TOR,0.6943539999999999
1732003,33.499722,-86.92416700000001,2019,EC PM2.5 LC TOT,0.504938
1732003,33.499722,-86.92416700000001,2019,OC PM2.5 LC TOT,2.318261
1732003,33.499722,-86.92416700000001,2019,EC1 CSN_Rev Unadjusted PM2.5 LC,1.031324
1732003,33.499722,-86.92416700000001,2019,EC2 CSN_Rev Unadjusted PM2.5 LC,0.180931
1732003,33.499722,-86.92416700000001,2019,EC3 CSN_Rev Unadjusted PM2.5 LC,0.010498
1732003,33.499722,-86.92416700000001,2019,OP CSN_Rev Unadjusted PM2.5 LC TOT,0.717729
1732003,33.499722,-86.92416700000001,2019,Sulfate PM2.5 LC,1.228367
1732059,33.521427,-86.844112,2019,Sample Volume,24.0
1732059,33.521427,-86.844112,2019,Average Ambient Temperature,12.16
1732059,33.521427,-86.844112,2019,Average Ambient Pressure,747.65
1732059,33.521427,-86.844112,2019,PM2.5 - Local Conditions,7.46
1892,34.788423,-86.61610499999998,2019,PM10 Total 0-10um STP,12.275862
1893,34.728831,-86.585003,2019,PM10 Total 0-10um STP,13.391667000000002
1894,34.620369000000004,-86.56638099999998,2019,PM10 Total 0-10um STP,11.678571
18914,34.687761,-86.586362,2019,Sample Flow Rate- CV,0.225424
18914,34.687761,-86.586362,2019,Sample Volume,24.091525
18914,34.687761,-86.586362,2019,Ambient Min Temperature,10.555932
18914,34.687761,-86.586362,2019,Ambient Max Temperature,22.020339
18914,34.687761,-86.586362,2019,Average Ambient Temperature,16.230508
18914,34.687761,-86.586362,2019,Sample Min Baro Pressure,744.779661
18914,34.687761,-86.586362,2019,Sample Max Baro Pressure,750.084746
18914,34.687761,-86.586362,2019,Average Ambient Pressure,747.644068
18914,34.687761,-86.586362,2019,Elapsed Sample Time,1439.762712
18914,34.687761,-86.586362,2019,PM10 Total 0-10um STP,15.0
18914,34.687761,-86.586362,2019,PM2.5 - Local Conditions,7.084746000000001
1973,30.770181,-88.087761,2019,PM2.5 - Local Conditions,8.528357999999999
11011002,32.412811,-86.26339399999998,2019,PM10 Total 0-10um STP,12.848485
11011002,32.412811,-86.26339399999998,2019,PM2.5 - Local Conditions,8.510606
110311,34.530717,-86.967536,2019,PM2.5 - Local Conditions,7.608955
11093,31.790479,-85.978974,2019,Lead (TSP) LC,0.082857
11133,32.437028000000005,-84.99965300000001,2019,Average Ambient Temperature,14.164
11133,32.437028000000005,-84.99965300000001,2019,Average Ambient Pressure,754.28
11133,32.437028000000005,-84.99965300000001,2019,Sample Flow Rate CV - Teflon Filter,0.736
11133,32.437028000000005,-84.99965300000001,2019,Sample Flow Rate CV - Nylon Filter,0.8160000000000001
11133,32.437028000000005,-84.99965300000001,2019,Sample Flow Rate CV - Quartz Filter,0.1
11133,32.437028000000005,-84.99965300000001,2019,Sample Volume - Teflon Filter,9.7
11133,32.437028000000005,-84.99965300000001,2019,Sample Volume - Nylon Filter,9.7
11133,32.437028000000005,-84.99965300000001,2019,Sample Volume - Quartz Filter,31.7
11133,32.437028000000005,-84.99965300000001,2019,Average Ambient Temperature for URG3000N,15.872
11133,32.437028000000005,-84.99965300000001,2019,Average Ambient Pressure for URG3000N,755.72
11133,32.437028000000005,-84.99965300000001,2019,PM2.5 - Local Conditions,9.607246
11133,32.437028000000005,-84.99965300000001,2019,Antimony PM2.5 LC,0.00024
11133,32.437028000000005,-84.99965300000001,2019,Arsenic PM2.5 LC,0.0
11133,32.437028000000005,-84.99965300000001,2019,Aluminum PM2.5 LC,0.034
11133,32.437028000000005,-84.99965300000001,2019,Barium PM2.5 LC,0.00588
11133,32.437028000000005,-84.99965300000001,2019,Bromine PM2.5 LC,0.00096
11133,32.437028000000005,-84.99965300000001,2019,Cadmium PM2.5 LC,0.00192
11133,32.437028000000005,-84.99965300000001,2019,Calcium PM2.5 LC,0.01824
11133,32.437028000000005,-84.99965300000001,2019,Chromium PM2.5 LC,0.00344
11133,32.437028000000005,-84.99965300000001,2019,Cobalt PM2.5 LC,-4e-05
11133,32.437028000000005,-84.99965300000001,2019,Copper PM2.5 LC,0.00136
11133,32.437028000000005,-84.99965300000001,2019,Chlorine PM2.5 LC,0.0037600000000000003
11133,32.437028000000005,-84.99965300000001,2019,Cerium PM2.5 LC,0.00528
11133,32.437028000000005,-84.99965300000001,2019,Cesium PM2.5 LC,-0.0007199999999999999
11133,32.437028000000005,-84.99965300000001,2019,Iron PM2.5 LC,0.04908
11133,32.437028000000005,-84.99965300000001,2019,Lead PM2.5 LC,0.0018000000000000004
11133,32.437028000000005,-84.99965300000001,2019,Indium PM2.5 LC,0.0048
11133,32.437028000000005,-84.99965300000001,2019,Manganese PM2.5 LC,0.0017599999999999996
11133,32.437028000000005,-84.99965300000001,2019,Nickel PM2.5 LC,0.00108
11133,32.437028000000005,-84.99965300000001,2019,Magnesium PM2.5 LC,0.016280000000000003
11133,32.437028000000005,-84.99965300000001,2019,Phosphorus PM2.5 LC,0.00032
11133,32.437028000000005,-84.99965300000001,2019,Selenium PM2.5 LC,0.00028
11133,32.437028000000005,-84.99965300000001,2019,Tin PM2.5 LC,0.0034
11133,32.437028000000005,-84.99965300000001,2019,Titanium PM2.5 LC,0.00248
11133,32.437028000000005,-84.99965300000001,2019,Vanadium PM2.5 LC,0.00016
11133,32.437028000000005,-84.99965300000001,2019,Silicon PM2.5 LC,0.06488
11133,32.437028000000005,-84.99965300000001,2019,Silver PM2.5 LC,0.0007599999999999999
11133,32.437028000000005,-84.99965300000001,2019,Zinc PM2.5 LC,0.00912
11133,32.437028000000005,-84.99965300000001,2019,Strontium PM2.5 LC,0.00092
11133,32.437028000000005,-84.99965300000001,2019,Sulfur PM2.5 LC,0.36484
11133,32.437028000000005,-84.99965300000001,2019,Rubidium PM2.5 LC,0.0006000000000000001
11133,32.437028000000005,-84.99965300000001,2019,Potassium PM2.5 LC,0.07316
11133,32.437028000000005,-84.99965300000001,2019,Sodium PM2.5 LC,0.06595999999999999
11133,32.437028000000005,-84.99965300000001,2019,Zirconium PM2.5 LC,0.00144
11133,32.437028000000005,-84.99965300000001,2019,Chloride PM2.5 LC,0.05857999999999999
11133,32.437028000000005,-84.99965300000001,2019,Ammonium Ion PM2.5 LC,0.3168
11133,32.437028000000005,-84.99965300000001,2019,Sodium Ion Pm2.5 LC,0.057999999999999996
11133,32.437028000000005,-84.99965300000001,2019,Potassium Ion PM2.5 LC,0.05760000000000001
11133,32.437028000000005,-84.99965300000001,2019,Total Nitrate PM2.5 LC,0.4756
11133,32.437028000000005,-84.99965300000001,2019,OC PM2.5 LC TOR,2.7751200000000003
11133,32.437028000000005,-84.99965300000001,2019,EC PM2.5 LC TOR,0.77332
11133,32.437028000000005,-84.99965300000001,2019,OC1 PM2.5 LC,0.2044
11133,32.437028000000005,-84.99965300000001,2019,OC2 PM2.5 LC,0.85908
11133,32.437028000000005,-84.99965300000001,2019,OC3 PM2.5 LC,0.8669600000000001
11133,32.437028000000005,-84.99965300000001,2019,OC4 PM2.5 LC,0.18924000000000002
11133,32.437028000000005,-84.99965300000001,2019,OP PM2.5 LC TOR,0.6624399999999999
11133,32.437028000000005,-84.99965300000001,2019,EC1 PM2.5 LC,1.249
11133,32.437028000000005,-84.99965300000001,2019,EC2 PM2.5 LC,0.17684
11133,32.437028000000005,-84.99965300000001,2019,EC3 PM2.5 LC,0.01
11133,32.437028000000005,-84.99965300000001,2019,OC CSN_Rev Unadjusted PM2.5 LC TOT,3.1766400000000004
11133,32.437028000000005,-84.99965300000001,2019,EC CSN_Rev Unadjusted PM2.5 LC TOT,0.5119600000000001
11133,32.437028000000005,-84.99965300000001,2019,OC CSN_Rev Unadjusted PM2.5 LC TOR,2.9154
11133,32.437028000000005,-84.99965300000001,2019,OC1 CSN_Rev Unadjusted PM2.5 LC,0.23148000000000002
11133,32.437028000000005,-84.99965300000001,2019,OC2 CSN_Rev Unadjusted PM2.5 LC,0.8944799999999999
11133,32.437028000000005,-84.99965300000001,2019,OC3 CSN_Rev Unadjusted PM2.5 LC,0.91232
11133,32.437028000000005,-84.99965300000001,2019,OC4 CSN_Rev Unadjusted PM2.5 LC,0.20584000000000002
11133,32.437028000000005,-84.99965300000001,2019,OP CSN_Rev Unadjusted PM2.5 LC TOR,0.67128
11133,32.437028000000005,-84.99965300000001,2019,OP PM2.5 LC TOT,0.92296
11133,32.437028000000005,-84.99965300000001,2019,EC CSN_Rev Unadjusted PM2.5 LC TOR,0.77332
11133,32.437028000000005,-84.99965300000001,2019,EC PM2.5 LC TOT,0.5119600000000001
11133,32.437028000000005,-84.99965300000001,2019,OC PM2.5 LC TOT,3.036054
11133,32.437028000000005,-84.99965300000001,2019,EC1 CSN_Rev Unadjusted PM2.5 LC,1.249763
11133,32.437028000000005,-84.99965300000001,2019,EC2 CSN_Rev Unadjusted PM2.5 LC,0.183616
11133,32.437028000000005,-84.99965300000001,2019,EC3 CSN_Rev Unadjusted PM2.5 LC,0.011174
11133,32.437028000000005,-84.99965300000001,2019,OP CSN_Rev Unadjusted PM2.5 LC TOT,0.9323600000000001
11133,32.437028000000005,-84.99965300000001,2019,Sulfate PM2.5 LC,1.0604
11254,33.189931,-87.484189,2019,PM2.5 - Local Conditions,7.589393999999999
2201004,61.3267,-149.569707,2019,PM10 Total 0-10um STP,14.4
2201004,61.3267,-149.569707,2019,PM10 - LC,13.933333
29010,64.840672,-147.722461,2019,Sample Flow Rate- CV,0.111176
29010,64.840672,-147.722461,2019,Sample Volume,23.95
29010,64.840672,-147.722461,2019,Ambient Min Temperature,-3.59
29010,64.840672,-147.722461,2019,Ambient Max Temperature,8.203529
29010,64.840672,-147.722461,2019,Average Ambient Temperature,2.2711759999999996
29010,64.840672,-147.722461,2019,Sample Min Baro Pressure,739.9
29010,64.840672,-147.722461,2019,Sample Max Baro Pressure,746.476471
29010,64.840672,-147.722461,2019,Average Ambient Pressure,743.129412
29010,64.840672,-147.722461,2019,Elapsed Sample Time,1436.441176
29010,64.840672,-147.722461,2019,PM2.5 - Local Conditions,8.377059
29034,64.84568999999999,-147.72741299999998,2019,Sample Flow Rate- CV,0.102312
29034,64.84568999999999,-147.72741299999998,2019,Sample Volume,23.95896
29034,64.84568999999999,-147.72741299999998,2019,Ambient Min Temperature,-4.338728
29034,64.84568999999999,-147.72741299999998,2019,Ambient Max Temperature,8.517919000000001
29034,64.84568999999999,-147.72741299999998,2019,Average Ambient Temperature,1.8236990000000002
29034,64.84568999999999,-147.72741299999998,2019,Sample Min Baro Pressure,741.676301
29034,64.84568999999999,-147.72741299999998,2019,Sample Max Baro Pressure,748.069364
29034,64.84568999999999,-147.72741299999998,2019,Average Ambient Pressure,744.8497110000001
29034,64.84568999999999,-147.72741299999998,2019,Elapsed Sample Time,1436.878613
29034,64.84568999999999,-147.72741299999998,2019,Sample Flow Rate CV - Teflon Filter,0.7422219999999999
29034,64.84568999999999,-147.72741299999998,2019,Sample Flow Rate CV - Nylon Filter,0.804348
29034,64.84568999999999,-147.72741299999998,2019,Sample Flow Rate CV - Quartz Filter,0.152778
29034,64.84568999999999,-147.72741299999998,2019,Sample Volume - Teflon Filter,9.7
29034,64.84568999999999,-147.72741299999998,2019,Sample Volume - Nylon Filter,9.7
29034,64.84568999999999,-147.72741299999998,2019,Sample Volume - Quartz Filter,31.694444
29034,64.84568999999999,-147.72741299999998,2019,Average Ambient Temperature for URG3000N,-2.625
29034,64.84568999999999,-147.72741299999998,2019,Average Ambient Pressure for URG3000N,745.1
29034,64.84568999999999,-147.72741299999998,2019,PM10 Total 0-10um STP,15.530612
29034,64.84568999999999,-147.72741299999998,2019,PM10 - LC,16.040816
29034,64.84568999999999,-147.72741299999998,2019,PM10-2.5 - Local Conditions,6.7127659999999985
29034,64.84568999999999,-147.72741299999998,2019,PM2.5 - Local Conditions,9.090698
29034,64.84568999999999,-147.72741299999998,2019,Antimony PM2.5 LC,0.0031780000000000003
29034,64.84568999999999,-147.72741299999998,2019,Arsenic PM2.5 LC,0.0
29034,64.84568999999999,-147.72741299999998,2019,Aluminum PM2.5 LC,0.023267
29034,64.84568999999999,-147.72741299999998,2019,Barium PM2.5 LC,0.001067
29034,64.84568999999999,-147.72741299999998,2019,Bromine PM2.5 LC,0.000356
29034,64.84568999999999,-147.72741299999998,2019,Cadmium PM2.5 LC,0.001289
29034,64.84568999999999,-147.72741299999998,2019,Calcium PM2.5 LC,0.040667
29034,64.84568999999999,-147.72741299999998,2019,Chromium PM2.5 LC,0.002578
29034,64.84568999999999,-147.72741299999998,2019,Cobalt PM2.5 LC,-0.0004
29034,64.84568999999999,-147.72741299999998,2019,Copper PM2.5 LC,0.003156
29034,64.84568999999999,-147.72741299999998,2019,Chlorine PM2.5 LC,0.014822
29034,64.84568999999999,-147.72741299999998,2019,Cerium PM2.5 LC,0.009489000000000001
29034,64.84568999999999,-147.72741299999998,2019,Cesium PM2.5 LC,0.0044670000000000005
29034,64.84568999999999,-147.72741299999998,2019,Iron PM2.5 LC,0.051822
29034,64.84568999999999,-147.72741299999998,2019,Lead PM2.5 LC,0.001578
29034,64.84568999999999,-147.72741299999998,2019,Indium PM2.5 LC,0.004378
29034,64.84568999999999,-147.72741299999998,2019,Manganese PM2.5 LC,0.0008669999999999999
29034,64.84568999999999,-147.72741299999998,2019,Nickel PM2.5 LC,0.001
29034,64.84568999999999,-147.72741299999998,2019,Magnesium PM2.5 LC,0.025911
29034,64.84568999999999,-147.72741299999998,2019,Phosphorus PM2.5 LC,0.004978
29034,64.84568999999999,-147.72741299999998,2019,Selenium PM2.5 LC,0.000489
29034,64.84568999999999,-147.72741299999998,2019,Tin PM2.5 LC,0.002356
29034,64.84568999999999,-147.72741299999998,2019,Titanium PM2.5 LC,0.002133
29034,64.84568999999999,-147.72741299999998,2019,Vanadium PM2.5 LC,0.000133
29034,64.84568999999999,-147.72741299999998,2019,Silicon PM2.5 LC,0.06822199999999999
29034,64.84568999999999,-147.72741299999998,2019,Silver PM2.5 LC,0.001889
29034,64.84568999999999,-147.72741299999998,2019,Zinc PM2.5 LC,0.027667
